Car_ID,Car_Name,Year,Engine_HP,Buying_Price_Lakh,Maintenance_Cost,Safety_Rating,Mileage,Class,Modern_Technologies
245,Porsche Macan,2023,Strong,88.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect
246,Porsche Cayenne,2023,Strong,136.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect|Air Suspension
247,Porsche Panamera,2022,Strong,158.0,High,High,Low,Good,Touchscreen|Camera|Porsche Connect|Adaptive Air Suspension
248,Porsche Taycan,2023,Strong,165.0,High,High,High,Good,Touchscreen|Camera|ADAS|800V Architecture
249,Porsche 911,2023,Strong,190.0,High,Low,Low,Poor,Touchscreen|Camera|Sport Chrono
250,Porsche 718_Cayman,2022,Strong,135.0,High,Low,Low,Poor,Touchscreen|Camera|Sport Chrono
251,Citroen C3,2023,Moderate,7.5,Low,Low,High,Poor,Touchscreen|Bluetooth
252,Citroen eC3,2023,Weak,11.5,Low,Low,High,Poor,Touchscreen|EV Tech
253,Citroen C3 Aircross,2023,Moderate,11.0,Medium,Medium,Medium,Good,Touchscreen|Camera
254,Citroen C5 Aircross,2022,Moderate,36.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Panoramic Sunroof
255,Citroen Basalt,2024,Moderate,12.0,Medium,Medium,Medium,Good,Touchscreen|Camera
256,Isuzu D-Max,2022,Moderate,19.0,Medium,Medium,Medium,Good,Touchscreen|Camera|4WD
257,Isuzu V-Cross,2023,Moderate,25.0,Medium,Medium,Medium,Good,Touchscreen|Camera|4WD
258,Isuzu MU-X,2022,Moderate,35.0,High,Medium,Medium,Good,Touchscreen|Camera|AWD
259,Isuzu MU-7,2015,Moderate,20.0,Medium,Low,Medium,Poor,Bluetooth|Rear AC
260,Isuzu Panther,2012,Weak,8.0,Low,Low,Medium,Poor,Air Conditioning
261,Force Gurkha,2023,Moderate,15.0,Medium,Low,Medium,Poor,Touchscreen|4WD|Snorkel
262,Force Trax Cruiser,2022,Weak,13.0,Low,Low,Medium,Poor,Air Conditioning|Dual AC
263,Force Trax Toofan,2021,Weak,12.0,Low,Low,Medium,Poor,Air Conditioning
264,Force One,2014,Moderate,11.0,Medium,Low,Medium,Poor,Bluetooth|Cruise Control
265,Datsun Go,2020,Weak,5.0,Low,Low,High,Poor,Touchscreen|Bluetooth
266,Datsun Go+,2020,Weak,5.5,Low,Low,High,Poor,Touchscreen|Bluetooth
267,Datsun redi-GO,2021,Weak,4.0,Low,Low,High,Poor,Bluetooth|Camera
268,Mitsubishi Pajero,2012,Moderate,15.0,Medium,Low,Medium,Poor,Bluetooth|4WD
269,Mitsubishi Pajero Sport,2018,Moderate,28.0,High,Medium,Medium,Good,Touchscreen|Camera|4WD
270,Mitsubishi Outlander,2019,Moderate,32.0,High,Medium,Medium,Good,Touchscreen|Camera|AWD
271,Mitsubishi Lancer,2010,Moderate,5.0,Low,Low,Medium,Poor,Air Conditioning|Power Windows
272,Mitsubishi Cedia,2012,Moderate,6.0,Low,Low,Medium,Poor,Bluetooth|Alloy Wheels
273,Mitsubishi Montero,2016,Moderate,68.0,High,Medium,Medium,Good,Touchscreen|Camera|4WD
274,Mitsubishi Lancer Evolution,2013,Strong,40.0,High,Medium,Low,Good,Touchscreen|AWD|Turbo
275,HM Ambassador,2014,Weak,4.0,Low,Low,Medium,Poor,Air Conditioning
276,HM Contessa,2002,Weak,3.0,Medium,Low,Low,Poor,Air Conditioning
277,Premier Padmini,1998,Weak,1.0,Low,Low,Medium,Poor,Manual Windows
278,Premier Rio,2012,Weak,4.5,Low,Low,Medium,Poor,Air Conditioning
279,SsangYong Rexton,2015,Moderate,22.0,High,Medium,Medium,Good,Touchscreen|Camera|AWD
280,DC Avanti,2016,Strong,35.0,High,Low,Low,Poor,Touchscreen|Camera
281,Bajaj Qute,2021,Weak,2.5,Low,Low,High,Poor,Manual Windows
282,Daewoo Matiz,2002,Weak,1.0,Low,Low,High,Poor,Air Conditioning
283,Daewoo Cielo,1999,Weak,1.5,Medium,Low,Medium,Poor,Power Windows
284,Opel Astra,2003,Weak,1.8,Medium,Low,Medium,Poor,Air Conditioning
285,Opel Corsa,2005,Weak,1.5,Medium,Low,Medium,Poor,Power Steering
286,Aston_Martin DBX,2023,Strong,380.0,High,High,Low,Good,Touchscreen|Camera|ADAS|AWD
287,Aston_Martin DB11,2022,Strong,420.0,High,High,Low,Good,Touchscreen|Camera|V12
288,Aston_Martin Vantage,2023,Strong,300.0,High,High,Low,Good,Touchscreen|Camera|Sport Exhaust
289,Bentley Bentayga,2023,Strong,450.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Air Suspension
290,Bentley Continental GT,2022,Strong,400.0,High,High,Low,Good,Touchscreen|Camera|W12
291,Bentley Flying Spur,2023,Strong,380.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Massaging Seats
292,Rolls_Royce Phantom,2023,Strong,950.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Starlight Headliner
293,Rolls_Royce Ghost,2022,Strong,700.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Air Suspension
294,Rolls_Royce Cullinan,2023,Strong,800.0,High,High,Low,Good,Touchscreen|Camera|ADAS|AWD
295,Rolls_Royce Wraith,2021,Strong,650.0,High,High,Low,Good,Touchscreen|Camera|V12
296,Maserati Ghibli,2022,Strong,120.0,High,High,Low,Good,Touchscreen|Camera|ADAS
297,Maserati Quattroporte,2021,Strong,180.0,High,High,Low,Good,Touchscreen|Camera|ADAS
298,Maserati Levante,2023,Strong,160.0,High,High,Low,Good,Touchscreen|Camera|AWD
299,Maserati MC20,2023,Strong,350.0,High,High,Low,Good,Touchscreen|Camera|Carbon Fiber Chassis
300,Ferrari Roma,2022,Strong,380.0,High,High,Low,Good,Touchscreen|Camera|ADAS
301,Ferrari F8 Tributo,2021,Strong,420.0,High,High,Low,Good,Touchscreen|Camera|V8
302,Ferrari SF90 Stradale,2023,Strong,750.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
303,Ferrari 296 GTB,2023,Strong,540.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
304,Ferrari Purosangue,2024,Strong,1050.0,High,High,Low,Good,Touchscreen|Camera|AWD|V12
305,Lamborghini Urus,2023,Strong,400.0,High,High,Low,Good,Touchscreen|Camera|ADAS|AWD
306,Lamborghini Huracan,2022,Strong,380.0,High,High,Low,Good,Touchscreen|Camera|V10
307,Lamborghini Aventador,2021,Strong,650.0,High,High,Low,Good,Touchscreen|Camera|V12
308,Lamborghini Revuelto,2024,Strong,900.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
309,Bugatti Chiron,2021,Strong,2500.0,High,High,Low,Good,Touchscreen|Camera|W16
310,McLaren GT,2022,Strong,350.0,High,High,Low,Good,Touchscreen|Camera|Carbon Fiber
311,McLaren 720S,2021,Strong,450.0,High,High,Low,Good,Touchscreen|Camera|Active Aerodynamics
312,McLaren Artura,2023,Strong,380.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
313,Porsche 918 Spyder,2015,Strong,1500.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
314,Porsche Boxster,2018,Strong,95.0,High,High,Low,Good,Touchscreen|Camera|Sport Exhaust
315,Maruti_Suzuki 800,2010,Weak,1.5,Low,Low,High,Poor,Manual Windows
316,Maruti_Suzuki Zen,2005,Weak,1.8,Low,Low,High,Poor,Power Steering|Air Conditioning
317,Maruti_Suzuki Esteem,2007,Weak,2.0,Low,Low,Medium,Poor,Power Windows
318,Maruti_Suzuki Gypsy,2018,Weak,6.0,Low,Low,Low,Poor,4WD
319,Maruti_Suzuki Omni,2019,Weak,3.5,Low,Low,High,Poor,Manual Windows
320,Maruti_Suzuki Eeco,2023,Weak,5.5,Low,Low,Medium,Poor,Air Conditioning|Dual AC
321,Maruti_Suzuki Versa,2008,Weak,2.5,Low,Low,Medium,Poor,Dual AC
322,Maruti_Suzuki Kizashi,2012,Moderate,8.0,Medium,Medium,Medium,Good,Bluetooth|Push Button Start
323,Maruti_Suzuki Ritz,2015,Weak,4.0,Low,Low,High,Poor,Air Conditioning|Power Windows
324,Maruti_Suzuki A-Star,2012,Weak,3.0,Low,Low,High,Poor,Air Conditioning
325,Maruti_Suzuki Splash,2013,Weak,3.5,Low,Low,High,Poor,Air Conditioning
326,Hyundai Getz,2009,Weak,2.5,Low,Low,High,Poor,Power Windows
327,Hyundai Terracan,2006,Moderate,6.0,Medium,Low,Medium,Poor,4WD|Air Conditioning
328,Hyundai Xcent,2018,Weak,6.5,Low,Medium,High,Good,Touchscreen|Camera|Bluetooth
329,Hyundai Matrix,2008,Weak,3.0,Low,Low,High,Poor,Air Conditioning
330,Hyundai Accent,2013,Weak,3.5,Low,Low,Medium,Poor,Power Windows
331,Honda Civic Hybrid,2009,Moderate,8.0,Medium,Medium,High,Good,Air Conditioning|Hybrid System
332,Honda Accord V6,2010,Strong,10.0,High,Medium,Medium,Good,Bluetooth|Sunroof
333,Honda Prelude,2001,Moderate,6.0,High,Low,Medium,Poor,Power Windows|Sunroof
334,Toyota Qualis,2004,Weak,4.0,Low,Low,Medium,Poor,Air Conditioning|Dual AC
335,Toyota Prius,2019,Moderate,35.0,Medium,High,High,Recommended,Touchscreen|Camera|Hybrid System
336,Toyota Land Cruiser Prado,2018,Strong,90.0,High,High,Low,Good,Touchscreen|Camera|4WD
337,Toyota Crown,2023,Strong,65.0,High,High,Medium,Good,Touchscreen|Camera|ADAS
338,Toyota Yaris Cross,2024,Moderate,18.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS
339,Toyota Rumion,2023,Moderate,11.5,Low,Medium,Medium,Good,Touchscreen|Camera|SmartPlay Pro
340,Mahindra e2o,2016,Weak,5.0,Low,Low,High,Poor,Touchscreen|EV Tech
341,Mahindra e2oPlus,2018,Weak,6.5,Low,Low,High,Poor,Touchscreen|EV Tech
342,Mahindra Reva i,2010,Weak,2.0,Low,Low,High,Poor,Air Conditioning|EV Tech
343,Mahindra Verito Vibe,2015,Weak,4.5,Low,Low,Medium,Poor,Power Windows
344,Mahindra Nuvosport,2017,Moderate,7.0,Medium,Low,Medium,Poor,Touchscreen|Bluetooth
345,Mahindra Logan,2011,Weak,3.0,Low,Low,Medium,Poor,Air Conditioning
346,Mahindra Armada,1999,Weak,2.0,Low,Low,Medium,Poor,4WD
347,Mahindra Commander,1997,Weak,1.5,Low,Low,Medium,Poor,Manual Windows
348,Mahindra Marshal,2001,Weak,1.8,Low,Low,Medium,Poor,Manual Windows
349,Mahindra XUV900,2025,Strong,32.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Coupe Roof
350,Tata Sierra,2000,Weak,3.0,Medium,Low,Medium,Poor,4WD|Air Conditioning
351,Tata Estate,1998,Weak,2.0,Low,Low,Medium,Poor,Power Windows
352,Tata Spacio,2004,Weak,2.5,Low,Low,Medium,Poor,Air Conditioning
353,Tata Winger,2021,Moderate,15.0,Medium,Low,Medium,Poor,Dual AC|Rear AC
354,Tata Venture,2014,Weak,4.0,Low,Low,Medium,Poor,Dual AC
355,Tata Bolt,2018,Weak,5.0,Low,Medium,High,Good,Touchscreen|Bluetooth
356,Tata Zest,2019,Weak,6.0,Low,Medium,High,Good,Touchscreen|Bluetooth
357,Tata Manza,2015,Weak,4.5,Low,Low,Medium,Poor,Bluetooth|Alloy Wheels
358,Tata Vista,2014,Weak,3.5,Low,Low,High,Poor,Bluetooth
359,Tata Curvv,2024,Moderate,15.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS
360,Skoda Superb Combi,2014,Moderate,15.0,High,High,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
361,Skoda Praktik,2012,Weak,6.0,Medium,Low,Medium,Poor,Bluetooth
362,Skoda Roomster,2013,Moderate,8.0,Medium,Medium,Medium,Good,Touchscreen|Panoramic Sunroof
363,Skoda Enyaq iV,2024,Strong,55.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
364,Volkswagen Beetle,2016,Moderate,25.0,High,Medium,Medium,Good,Touchscreen|Camera|Fender Audio
365,Volkswagen Phaeton,2012,Strong,35.0,High,Medium,Low,Poor,Touchscreen|Camera|Air Suspension
366,Volkswagen Cross Polo,2015,Moderate,8.0,Medium,Medium,Medium,Good,Touchscreen|Bluetooth
367,Volkswagen GTI,2017,Moderate,22.0,High,High,Medium,Good,Touchscreen|Camera|LED Headlamps
368,Volkswagen ID.4,2024,Strong,45.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
369,Audi A3,2021,Moderate,32.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit
370,Audi A5,2022,Strong,68.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit
371,Audi A7,2020,Strong,95.0,High,High,Low,Good,Touchscreen|Camera|Air Suspension
372,Audi TT,2018,Strong,65.0,High,High,Low,Good,Touchscreen|Camera|Virtual Cockpit
373,Audi R8 Spyder,2019,Strong,290.0,High,Low,Low,Poor,Touchscreen|Camera|Virtual Cockpit
374,Audi Q2,2022,Moderate,35.0,High,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit
375,BMW 1_Series,2017,Moderate,25.0,High,Medium,Medium,Good,Touchscreen|Bluetooth|Sunroof
376,BMW 2_Series_Gran_Coupe,2023,Moderate,45.0,High,High,Medium,Good,Touchscreen|Camera|ADAS
377,BMW 6_Series_GT,2022,Strong,75.0,High,High,Low,Good,Touchscreen|Camera|Air Suspension
378,BMW 8_Series,2023,Strong,160.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Laser Lights
379,BMW X2,2020,Moderate,42.0,High,High,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
380,BMW X4,2022,Moderate,72.0,High,High,Medium,Good,Touchscreen|Camera|ADAS
381,BMW X6,2023,Strong,105.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Illuminated Kidney Grille
382,BMW Z3,2002,Moderate,15.0,High,Low,Low,Poor,Air Conditioning|Convertible Top
383,Mercedes-Benz A-Class,2023,Moderate,45.0,High,High,Medium,Good,Touchscreen|Camera|MBUX
384,Mercedes-Benz B-Class,2018,Moderate,30.0,High,Medium,Medium,Good,Touchscreen|Camera|Panoramic Sunroof
385,Mercedes-Benz CLS,2021,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|Burmester Audio
386,Mercedes-Benz SLK,2015,Moderate,40.0,High,Medium,Low,Poor,Touchscreen|Bluetooth|Magic Sky Control
387,Mercedes-Benz SLC,2018,Strong,65.0,High,High,Low,Good,Touchscreen|Camera|Convertible Top
388,Mercedes-Benz AMG_GT_4-Door,2022,Strong,210.0,High,High,Low,Good,Touchscreen|Camera|Burmester Audio
389,Mercedes-Benz V-Class,2021,Moderate,75.0,High,High,Medium,Good,Touchscreen|Camera|Captain Seats
390,Mercedes-Benz R-Class,2014,Strong,45.0,High,Medium,Medium,Poor,Touchscreen|Camera|Panoramic Sunroof
391,Mercedes-Benz GLK,2013,Moderate,35.0,High,Medium,Medium,Poor,Bluetooth|AWD
392,Volvo V40,2019,Moderate,30.0,High,High,Medium,Good,Touchscreen|Camera|City Safety
393,Volvo V60,2021,Moderate,45.0,High,High,Medium,Good,Touchscreen|Camera|Pilot Assist
394,Volvo S80,2015,Strong,35.0,High,High,Low,Good,Touchscreen|Camera|BLIS
395,Volvo C30,2012,Moderate,20.0,High,Medium,Medium,Poor,Bluetooth|City Safety
396,Jaguar XK,2014,Strong,65.0,High,Medium,Low,Poor,Touchscreen|Bluetooth|V8
397,Jaguar S-Type,2008,Strong,20.0,High,Low,Low,Poor,Air Conditioning|Wood Trim
398,Jaguar X-Type,2009,Moderate,18.0,High,Low,Medium,Poor,Bluetooth|AWD
399,Land_Rover Freelander,2012,Moderate,18.0,High,Medium,Medium,Good,Touchscreen|Terrain Response
400,Nissan 370Z,2018,Strong,65.0,High,Medium,Low,Good,Touchscreen|Camera|V6
401,Nissan GT-R,2022,Strong,215.0,High,High,Low,Good,Touchscreen|Camera|AWD|Titanium Exhaust
402,Nissan Juke,2020,Moderate,25.0,Medium,High,Medium,Good,Touchscreen|Camera|Bose Audio
403,Nissan Patrol,2023,Strong,180.0,High,High,Low,Good,Touchscreen|Camera|ADAS|4WD
404,Ford Fusion,2010,Moderate,3.5,Medium,Low,Medium,Poor,Air Conditioning|Power Windows
405,Ford Classic,2014,Weak,4.0,Low,Medium,Medium,Good,Bluetooth|Alloy Wheels
406,Ford B-Max,2015,Moderate,6.0,Medium,Medium,Medium,Good,Touchscreen|Bluetooth
407,Ford Mustang_Mach-E,2024,Strong,75.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
408,Chevrolet SRV,2008,Moderate,3.0,Medium,Low,Medium,Poor,Air Conditioning|Power Windows
409,Chevrolet Forester,2005,Moderate,4.0,Medium,Low,Medium,Poor,AWD|Air Conditioning
410,Chevrolet U-VA,2010,Weak,2.5,Low,Low,High,Poor,Air Conditioning|Power Steering
411,Kia Carens EV,2025,Moderate,25.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
412,Kia Clavis,2025,Moderate,14.0,Low,High,Medium,Recommended,Touchscreen|Camera|ADAS
413,Hyundai Verna_N-Line,2024,Moderate,18.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Sport Exhaust
414,Hyundai Creta_N-Line,2024,Moderate,21.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Dashcam
415,Hyundai Inster,2025,Weak,11.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
416,Tata Sierra_EV,2025,Moderate,28.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
417,Tata Harrier_EV,2024,Strong,32.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
418,Tata Altroz_Racer,2024,Moderate,11.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
419,Mahindra Thar_Roxx,2024,Moderate,22.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|Panoramic Sunroof
420,Mahindra BE.05,2025,Strong,25.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
421,Mahindra XUV.e8,2024,Strong,35.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
422,Maruti_Suzuki eVX,2025,Moderate,22.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
423,Maruti_Suzuki Dzire_2024,2024,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|Sunroof
424,Maruti_Suzuki Swift_2024,2024,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Wireless Charging
425,Toyota Belta,2022,Moderate,11.0,Low,High,Medium,Recommended,Touchscreen|Camera|SmartPlay Pro
426,Toyota Taisor,2024,Weak,10.5,Low,Low,High,Good,Touchscreen|Camera|HUD
427,MG Windsor_EV,2024,Moderate,15.0,Low,High,High,Recommended,Touchscreen|Camera|Panoramic Glassroof|EV Tech
428,MG Cyberster,2025,Strong,65.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Scissor Doors|EV Tech
429,MG Hector_EV,2025,Moderate,28.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
430,Skoda Kylaq,2025,Moderate,12.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats
431,Volkswagen Tayron,2025,Strong,38.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|AWD
432,Nissan X-Trail_Hybrid,2024,Moderate,35.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|e-Power
433,Jeep Avenger,2025,Moderate,25.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
434,Renault Duster_2025,2025,Moderate,15.0,Low,High,Medium,Recommended,Touchscreen|Camera|ADAS|AWD
435,Renault Kwid_EV,2025,Weak,8.0,Low,Medium,High,Good,Touchscreen|Camera|EV Tech
436,Honda Amaze_2024,2024,Weak,10.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS
437,Honda Elevate_EV,2026,Moderate,22.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
438,Citroen C3_Aircross_EV,2025,Moderate,16.0,Low,Medium,High,Good,Touchscreen|Camera|EV Tech
439,BYD M6,2025,Moderate,30.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|Blade Battery
440,BYD Bao_5,2025,Strong,55.0,Medium,High,Medium,Recommended,Touchscreen|Camera|ADAS|PHEV Tech
441,Fisker Ocean,2024,Strong,80.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Solar Roof
442,Tesla Model_3_India,2025,Strong,45.0,Low,High,High,Recommended,Touchscreen|Camera|Autopilot|EV Tech
443,Tesla Model_Y_India,2025,Strong,55.0,Low,High,High,Recommended,Touchscreen|Camera|Autopilot|EV Tech
444,Lotus Eletre,2024,Strong,250.0,High,High,High,Good,Touchscreen|Camera|ADAS|LIDAR|EV Tech
445,Lotus Emira,2023,Strong,180.0,High,High,Low,Good,Touchscreen|Camera|V6
446,Polestar 2,2024,Strong,60.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
447,Polestar 3,2025,Strong,90.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
448,Mini Aceman,2025,Moderate,45.0,Medium,High,High,Recommended,Touchscreen|Camera|HUD|EV Tech
449,Lexus LM,2024,Strong,250.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|Rear Theater Screen
450,Lexus RZ,2024,Strong,85.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
451,Mercedes-Benz CLE,2024,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|ADAS|MBUX
452,Mercedes-Benz EQA,2024,Moderate,65.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
453,BMW i7,2023,Strong,200.0,High,High,High,Good,Touchscreen|Camera|ADAS|Theater Screen|EV Tech
454,BMW i5,2024,Strong,120.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Curved Display|EV Tech
455,Audi Q6_e-tron,2025,Strong,85.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|OLED Taillights|EV Tech
456,Audi A6_e-tron,2025,Strong,90.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
457,Porsche Macan_EV,2024,Strong,125.0,High,High,High,Good,Touchscreen|Camera|ADAS|800V Architecture|EV Tech
458,Volvo EX90,2025,Strong,110.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|LIDAR|EV Tech
459,Land_Rover Range_Rover_EV,2025,Strong,300.0,High,High,High,Good,Touchscreen|Camera|ADAS|EV Tech
460,Jaguar F-Type,2023,Strong,100.0,High,High,Low,Good,Touchscreen|Camera|V8|Active Exhaust
461,Aston_Martin Valhalla,2024,Strong,800.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
462,Ferrari Purosangue_V8,2025,Strong,850.0,High,High,Low,Good,Touchscreen|Camera|AWD
463,Lamborghini Temerario,2025,Strong,600.0,High,High,Low,Good,Touchscreen|Camera|PHEV Tech
464,Maserati GranTurismo,2024,Strong,220.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Nettuno V6
465,McLaren 750S,2024,Strong,500.0,High,High,Low,Good,Touchscreen|Camera|Carbon Fiber
466,Bugatti Tourbillon,2026,Strong,3500.0,High,High,Low,Good,Touchscreen|Camera|V16 Hybrid
467,Pagani Huayra,2020,Strong,2800.0,High,High,Low,Good,Touchscreen|Camera|Carbotanium Chassis
468,Koenigsegg Jesko,2022,Strong,3200.0,High,High,Low,Good,Touchscreen|Camera|V8
469,Maybach S-Class,2023,Strong,280.0,High,High,Low,Good,Touchscreen|Camera|ADAS|Executive Seats
470,Maybach GLS,2023,Strong,320.0,High,High,Low,Good,Touchscreen|Camera|ADAS|E-Active Body Control
471,Maybach EQS_SUV,2024,Strong,350.0,High,High,High,Good,Touchscreen|Camera|ADAS|EV Tech
472,Alpine A110,2022,Strong,90.0,High,High,Low,Good,Touchscreen|Camera|Sport Exhaust
473,Alfa_Romeo Giulia,2021,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|ADAS
474,Alfa_Romeo Stelvio,2022,Strong,95.0,High,High,Medium,Good,Touchscreen|Camera|ADAS|AWD
475,Fiat 500e,2024,Weak,35.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
476,Peugeot 3008,2024,Moderate,35.0,Medium,High,Medium,Good,Touchscreen|Camera|ADAS
477,Peugeot 5008,2024,Moderate,42.0,Medium,High,Medium,Good,Touchscreen|Camera|ADAS
478,Ford Bronco_India,2025,Strong,85.0,Medium,High,Low,Good,Touchscreen|Camera|ADAS|Off-Road Mapping
479,Ford Ranger_India,2025,Strong,65.0,Medium,High,Medium,Good,Touchscreen|Camera|ADAS|4WD
480,Chevrolet Silverado_India,2025,Strong,90.0,High,High,Low,Good,Touchscreen|Camera|ADAS|4WD
481,RAM 1500_India,2025,Strong,105.0,High,High,Low,Good,Touchscreen|Camera|ADAS|4WD
482,Pravaig Defy,2024,Strong,40.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
483,Vazirani Shul,2025,Strong,350.0,High,High,Low,Good,Touchscreen|Camera|Turbine Electric
484,Mean_Metal_Motors Azani,2025,Strong,120.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
485,Tata Nano_EV,2026,Weak,5.0,Low,High,High,Recommended,Touchscreen|Bluetooth|EV Tech
486,Maruti_Suzuki WagonR_EV,2025,Weak,8.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
487,Hyundai Casper_EV,2025,Weak,10.0,Low,High,High,Recommended,Touchscreen|Camera|EV Tech
488,Kia Picanto,2024,Weak,7.0,Low,High,High,Recommended,Touchscreen|Camera|ADAS
489,Honda N-Box,2024,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Honda Sensing
490,Suzuki Spacia,2024,Weak,9.0,Low,High,High,Recommended,Touchscreen|Camera|Suzuki Safety Support
491,Toyota Roomy,2024,Weak,10.0,Low,High,High,Recommended,Touchscreen|Camera|Smart Assist
492,Daihatsu Tanto,2024,Weak,8.0,Low,High,High,Recommended,Touchscreen|Camera|Smart Assist
493,Mazda MX-30_EV,2024,Moderate,35.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
494,Subaru Solterra_India,2025,Moderate,45.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|EV Tech
495,Mitsubishi Xforce,2025,Moderate,18.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Yamaha Audio
496,Isuzu D-Max_EV,2026,Moderate,35.0,Medium,High,High,Recommended,Touchscreen|Camera|EV Tech|4WD
497,Force Gurkha_5-Door,2024,Moderate,18.0,Medium,Medium,Medium,Good,Touchscreen|Camera|4WD
498,Mahindra Scorpio_Classic,2023,Moderate,14.0,Low,Medium,Medium,Good,Touchscreen|Projector Headlamps
499,Tata Safari_Storme,2019,Moderate,12.0,Medium,Medium,Medium,Good,Bluetooth|Projector Headlamps
500,Maruti_Suzuki Vitara_Brezza,2020,Moderate,9.5,Low,High,Medium,Recommended,Touchscreen|Camera|SmartPlay
501,Maruti_Suzuki Alto 800 CNG,2022,Weak,4.5,Low,Low,High,Poor,Air Conditioning|Power Steering
502,Maruti_Suzuki WagonR CNG,2023,Weak,8.0,Low,Low,High,Poor,Bluetooth|Power Windows
503,Maruti_Suzuki Celerio CNG,2023,Weak,7.5,Low,Low,High,Poor,Bluetooth|Keyless Entry
504,Maruti_Suzuki Swift CNG,2023,Weak,9.0,Low,Low,High,Poor,Touchscreen|Camera
505,Maruti_Suzuki Dzire CNG,2023,Weak,9.5,Low,Low,High,Poor,Touchscreen|Camera
